DGRP_100,77.92,49.28,0.64,0.20
DGRP_101,57.76,47.20,0.96,0.64
DGRP_105,73.12,51.04,0.40,0.84
DGRP_109,53.44,44.96,0.72,0.48
DGRP_129,42.78,33.08,0.56,0.40
DGRP_136,104.32,63.04,0.26,0.94
DGRP_138,59.52,47.84,0.84,0.76
DGRP_142,59.27,38.40,0.88,0.60
DGRP_149,47.00,35.84,1.00,0.84
DGRP_153,59.04,40.32,0.87,0.67
DGRP_158,77.06,51.00,0.32,0.12
DGRP_161,53.76,42.45,0.92,0.24
DGRP_176,54.20,40.62,0.36,0.64
DGRP_177,53.71,33.44,0.76,0.48
DGRP_181,56.96,48.64,0.40,0.32
DGRP_189,57.60,59.20,0.88,0.20
DGRP_195,65.60,49.44,0.96,0.46
DGRP_208,53.60,49.33,0.86,0.96
DGRP_21,74.72,36.77,0.90,0.28
DGRP_217,106.56,60.32,0.84,0.64
DGRP_223,68.17,45.04,0.92,0.00
DGRP_227,52.16,39.36,0.88,0.92
DGRP_228,65.96,46.88,0.96,0.07
DGRP_229,39.35,33.33,0.64,0.60
DGRP_233,73.14,66.56,0.92,0.52
DGRP_235,71.33,49.96,0.80,0.44
DGRP_237,53.60,36.64,0.92,0.28
DGRP_239,59.23,46.08,0.12,0.64
DGRP_26,39.11,34.11,0.84,0.20
DGRP_28,50.08,43.36,0.52,0.48
DGRP_280,69.83,45.67,0.44,0.44
DGRP_287,64.65,46.72,0.92,0.24
DGRP_301,66.40,54.20,0.36,0.67
DGRP_303,54.72,48.32,0.84,0.78
DGRP_304,68.96,59.68,0.70,0.44
DGRP_306,65.33,51.36,0.60,0.61
DGRP_307,75.74,70.30,0.36,0.52
DGRP_309,62.20,48.64,0.56,0.36
DGRP_31,72.12,72.00,0.96,0.40
DGRP_310,55.17,41.33,1.00,0.80
DGRP_313,72.82,39.83,0.41,0.24
DGRP_315,51.84,54.04,0.27,0.68
DGRP_317,48.64,27.67,0.96,0.36
DGRP_318,59.74,40.49,0.96,0.24
DGRP_319,64.83,54.04,1.00,0.40
DGRP_32,56.16,32.32,0.88,0.52
DGRP_320,87.52,54.37,0.72,0.73
DGRP_321,52.00,43.74,0.04,0.88
DGRP_324,34.45,36.63,0.94,0.80
DGRP_325,43.68,40.85,0.68,0.28
DGRP_332,47.52,28.41,0.90,0.40
DGRP_335,69.12,49.92,0.74,0.56
DGRP_336,75.10,44.08,0.76,0.44
DGRP_338,61.28,41.63,0.52,0.20
DGRP_340,57.63,48.64,0.92,0.40
DGRP_348,50.08,40.63,0.12,0.60
DGRP_350,53.00,38.69,0.56,0.52
DGRP_352,45.60,36.80,0.84,0.72
DGRP_354,57.96,49.12,0.80,0.04
DGRP_355,66.24,52.48,0.92,0.56
DGRP_356,83.10,46.00,0.64,0.52
DGRP_357,63.68,48.82,0.64,0.60
DGRP_358,55.35,34.56,0.42,0.78
DGRP_359,51.84,40.64,0.92,0.60
DGRP_360,53.71,43.68,0.60,0.90
DGRP_361,55.84,30.72,0.60,0.56
DGRP_362,74.81,65.44,0.96,0.67
DGRP_365,50.50,45.06,0.57,0.46
DGRP_367,60.80,52.73,0.80,0.40
DGRP_370,55.04,32.67,0.96,0.60
DGRP_371,57.12,43.68,0.84,0.68
DGRP_373,72.16,57.28,0.92,0.20
DGRP_374,60.48,39.15,0.58,0.64
DGRP_375,66.72,44.67,0.70,0.84
DGRP_377,64.16,52.24,0.72,0.52
DGRP_379,88.18,55.17,0.46,0.44
DGRP_38,44.71,37.88,0.96,0.68
DGRP_380,42.24,29.12,0.32,0.70
DGRP_381,42.38,35.52,0.40,0.28
DGRP_382,67.50,46.53,0.96,0.24
DGRP_383,58.60,39.09,0.96,0.72
DGRP_385,71.84,49.12,1.00,0.80
DGRP_386,37.75,25.45,0.96,0.04
DGRP_390,44.73,37.09,0.92,0.00
DGRP_391,63.20,30.24,0.82,0.86
DGRP_392,51.52,36.32,0.72,0.44
DGRP_395,59.84,40.00,0.76,0.88
