DGRP_639,567.94,558.63,14.68,23.14,47.85,23.81,1.48,0.70
DGRP_642,676.31,534.46,6.82,12.88,233.20,54.21,1.32,0.40
DGRP_646,643.95,519.95,6.00,19.54,198.90,23.27,1.92,0.20
DGRP_69,589.69,511.28,6.63,12.67,181.51,57.35,1.46,0.40
DGRP_703,363.67,442.86,11.07,14.78,42.37,37.68,2.35,0.32
DGRP_705,627.59,571.20,7.16,19.29,159.62,28.58,1.68,0.32
DGRP_707,479.41,590.59,8.87,13.91,101.69,118.22,2.31,0.86
DGRP_712,524.73,470.87,12.91,14.91,59.11,44.36,1.67,0.76
DGRP_714,598.64,559.93,16.38,22.72,62.24,36.03,1.79,0.27
DGRP_716,644.77,473.25,4.56,15.52,226.93,31.91,2.14,0.48
DGRP_721,603.40,460.71,9.95,20.37,143.19,55.49,1.53,0.16
DGRP_727,548.49,342.64,13.84,25.79,64.98,20.80,1.33,0.52
DGRP_73,661.76,575.99,5.97,18.90,156.15,30.01,1.80,0.44
DGRP_730,510.32,467.59,20.17,22.66,32.18,18.45,1.56,0.56
DGRP_732,423.07,489.15,9.99,17.98,63.99,34.25,1.85,0.94
DGRP_737,584.39,385.49,10.38,16.58,85.60,23.87,1.94,0.60
DGRP_738,590.15,360.25,6.31,18.79,196.90,14.90,1.19,0.48
DGRP_75,532.82,339.00,7.03,21.52,118.38,8.65,1.89,0.84
DGRP_757,575.49,471.11,12.86,23.98,64.57,25.53,1.55,0.44
DGRP_761,613.84,480.31,10.08,19.48,75.72,21.20,1.94,0.40
DGRP_765,396.66,372.64,16.40,25.59,43.20,16.24,1.96,0.80
DGRP_774,597.85,502.11,4.94,14.15,190.46,52.43,1.92,0.60
DGRP_776,541.44,425.93,16.53,19.52,52.11,25.25,2.03,0.12
DGRP_783,585.96,326.40,9.36,18.42,101.68,21.76,1.64,0.54
DGRP_786,666.95,618.97,9.56,20.68,152.92,51.95,1.83,0.32
DGRP_787,672.04,592.72,6.64,16.62,211.80,92.45,1.54,0.20
DGRP_790,559.36,405.59,15.05,21.05,51.25,13.23,1.53,0.04
DGRP_796,434.73,416.02,14.67,17.63,37.51,19.19,2.96,0.36
DGRP_799,544.17,435.93,9.76,13.62,125.91,41.20,1.87,0.46
DGRP_801,632.53,485.57,9.01,26.09,161.48,14.25,1.14,0.80
DGRP_802,598.09,494.72,6.26,14.27,179.97,41.07,1.56,0.44
DGRP_804,579.74,286.76,12.66,22.11,82.15,5.57,1.59,0.64
DGRP_805,572.92,422.15,10.35,16.26,129.32,25.03,1.54,0.92
DGRP_808,362.51,376.46,16.08,24.49,49.07,36.06,1.11,0.80
DGRP_810,515.59,382.22,14.11,17.59,60.65,43.09,1.85,0.32
DGRP_812,578.14,415.81,8.14,13.00,97.88,43.35,1.25,0.68
DGRP_818,599.09,398.99,12.43,19.00,102.95,20.09,1.61,0.40
DGRP_820,411.30,408.79,14.43,16.04,34.45,31.25,1.63,0.31
DGRP_822,415.29,481.36,14.69,27.71,33.99,11.27,1.39,0.28
DGRP_83,559.53,482.70,12.03,14.53,74.58,43.50,2.33,0.76
DGRP_832,393.58,343.69,12.98,19.17,40.66,13.07,1.32,0.60
DGRP_837,637.28,479.07,6.97,12.60,218.46,45.16,1.74,0.44
DGRP_85,602.83,384.76,8.49,17.65,117.60,25.21,1.58,0.64
DGRP_852,498.90,511.58,15.09,23.90,42.44,28.30,1.74,0.61
DGRP_855,352.92,424.76,17.37,20.83,25.07,15.00,1.28,0.64
DGRP_857,604.97,497.71,6.29,15.45,199.61,51.92,2.10,0.76
DGRP_859,515.45,464.42,7.58,15.61,114.81,69.71,2.11,0.74
DGRP_861,619.76,362.29,5.47,8.98,231.65,48.17,1.68,0.76
DGRP_879,592.54,488.49,6.03,13.96,153.31,40.11,2.08,0.12
DGRP_88,607.90,348.43,9.01,24.95,164.75,15.12,1.35,0.36
DGRP_882,375.99,336.52,19.79,20.34,24.15,11.76,1.42,0.32
DGRP_884,582.55,440.76,9.62,20.32,105.91,24.87,1.91,0.64
DGRP_887,529.01,432.83,9.47,23.51,86.34,12.61,1.46,0.56
DGRP_890,503.44,338.84,15.31,19.81,40.90,10.86,1.38,0.24
DGRP_892,679.36,598.22,3.57,11.58,379.88,59.48,1.32,0.80
DGRP_894,484.09,286.44,23.65,20.17,35.62,22.68,1.58,0.48
DGRP_897,499.72,378.54,11.95,21.56,75.64,11.48,1.91,0.76
DGRP_907,546.38,425.78,17.58,22.72,59.00,36.76,1.16,0.56
DGRP_908,617.23,593.69,6.81,16.00,162.65,53.11,1.32,0.80
DGRP_91,501.56,387.52,14.69,15.29,47.58,32.01,1.94,0.52
DGRP_911,447.84,359.83,18.91,22.55,32.22,18.09,1.70,0.56
DGRP_93,511.10,415.27,11.02,17.74,75.42,28.24,1.89,0.12
