DGRP_757,58.63,65.51,342.5,1526.9,246.6,27.94,80.37,233.8,964.4,146.5,0.60,0.44
DGRP_761,39.68,74.61,271.9,1049.3,209.8,24.64,90.55,307.0,1115.9,125.8,0.44,0.40
DGRP_765,43.93,48.87,346.9,2054.9,311.2,28.06,53.63,259.3,949.1,195.7,0.60,0.80
DGRP_774,43.52,78.75,369.4,1797.4,294.4,26.02,66.77,286.9,1008.6,145.6,0.86,0.60
DGRP_776,59.06,70.96,444.3,2456.6,318.0,46.54,68.37,520.3,1786.6,195.2,0.80,0.12
DGRP_783,43.69,89.86,392.9,1551.1,274.6,29.65,83.30,291.8,823.1,148.9,1.00,0.54
DGRP_786,40.78,76.11,339.6,1521.9,254.5,17.47,61.45,267.4,663.4,154.4,0.69,0.32
DGRP_787,46.29,71.23,220.8,818.0,267.9,47.79,76.31,284.4,743.9,174.4,0.44,0.20
DGRP_790,77.63,51.52,485.3,2134.9,353.1,44.60,82.93,425.3,1432.9,188.4,0.60,0.04
DGRP_796,37.53,100.39,372.6,1453.7,278.3,32.83,99.95,359.0,1364.6,174.5,0.80,0.36
DGRP_799,33.66,91.40,332.8,1350.1,264.1,24.19,86.24,416.0,1110.7,166.8,0.84,0.46
DGRP_801,59.37,62.97,360.4,1541.1,262.3,39.99,84.52,328.8,1414.6,185.6,0.96,0.80
DGRP_802,39.62,80.63,343.8,1452.4,324.6,24.08,70.50,275.8,978.5,177.4,0.88,0.44
DGRP_804,52.32,72.14,369.8,1602.9,254.5,29.24,91.96,299.2,1261.1,148.9,0.76,0.64
DGRP_805,66.39,64.55,378.6,1774.7,297.5,39.47,83.67,406.9,1246.3,176.2,0.68,0.92
DGRP_808,61.11,45.99,362.8,1325.1,344.9,53.43,69.50,361.1,994.9,177.4,0.64,0.80
DGRP_810,70.21,55.41,405.7,2231.2,345.8,40.16,95.74,396.4,1425.6,187.5,0.60,0.32
DGRP_812,75.24,60.41,280.7,1252.8,262.6,52.48,77.82,246.5,1072.8,177.9,0.36,0.68
DGRP_818,67.38,52.51,388.0,1663.3,287.1,28.20,83.17,286.2,993.3,161.5,0.84,0.40
DGRP_819,31.99,66.99,235.1,979.8,240.7,31.58,64.18,280.3,959.5,133.9,0.88,0.44
DGRP_820,70.67,31.38,384.4,1454.0,235.6,40.63,95.46,371.6,1246.2,152.3,0.62,0.31
DGRP_821,76.95,64.14,371.7,1483.6,310.7,43.67,91.84,356.3,1029.4,172.1,0.64,0.08
DGRP_822,50.58,65.13,241.8,1067.9,212.4,33.69,99.78,316.7,993.0,157.6,0.80,0.28
DGRP_83,45.19,76.22,382.5,1584.0,307.0,33.15,87.41,363.2,1119.0,171.9,0.72,0.76
DGRP_832,52.14,75.47,288.4,1082.6,196.8,33.38,73.87,326.9,919.5,154.5,0.80,0.60
DGRP_837,55.80,51.48,439.0,1668.8,279.9,28.27,84.91,296.8,967.7,142.2,0.92,0.44
DGRP_843,59.75,67.13,386.1,1726.8,320.4,26.06,85.72,331.5,1086.0,162.1,0.96,0.44
DGRP_849,70.55,48.17,559.2,2446.5,327.8,41.99,73.92,397.5,1576.6,170.7,0.96,0.84
DGRP_85,37.67,72.78,338.7,1546.5,311.4,40.56,68.11,405.6,1779.3,178.6,0.44,0.64
DGRP_850,40.09,80.51,443.1,1935.0,323.7,30.93,94.05,385.5,1280.0,182.0,0.84,0.40
DGRP_852,66.20,64.50,355.1,1236.0,238.4,29.70,83.91,244.8,615.2,125.4,0.74,0.61
DGRP_853,60.58,62.53,443.3,1816.1,323.2,35.08,76.79,288.9,832.0,174.2,0.88,0.68
DGRP_855,54.07,58.26,392.8,1737.2,293.7,40.07,93.34,341.5,1006.8,176.0,1.00,0.64
DGRP_857,52.51,59.11,360.5,1381.8,273.4,69.73,30.99,343.9,1120.4,171.1,0.96,0.76
DGRP_861,31.28,92.45,287.9,1011.9,251.9,25.92,90.51,237.3,775.5,161.3,0.84,0.76
DGRP_88,51.28,78.29,299.8,1315.9,222.1,26.61,77.30,331.2,1280.9,134.8,0.76,0.36
DGRP_882,59.23,41.01,302.1,1236.3,253.9,36.27,83.61,249.5,913.7,146.1,0.88,0.32
DGRP_884,52.61,63.02,365.1,1963.6,316.7,28.04,79.53,336.4,1465.1,159.3,0.76,0.64
DGRP_890,65.65,71.04,370.7,1038.1,283.9,32.56,68.36,340.4,951.3,182.6,0.96,0.24
DGRP_892,75.86,52.64,494.0,2450.0,310.4,36.88,73.04,608.0,1123.9,184.4,0.83,0.80
DGRP_894,58.00,75.35,277.1,1291.0,239.0,43.52,71.61,350.4,1259.2,168.7,0.80,0.48
DGRP_897,47.24,82.79,324.5,1631.7,317.5,26.24,79.08,318.0,1395.6,157.8,0.92,0.76
DGRP_900,43.08,66.21,271.0,993.5,252.5,21.25,57.46,256.8,785.0,135.7,0.96,0.84
DGRP_907,45.01,69.74,333.7,1379.9,282.0,26.44,69.26,411.8,1245.8,183.5,0.84,0.56
DGRP_908,47.65,77.93,387.7,1727.5,323.3,42.37,104.79,327.7,1161.3,174.9,0.72,0.80
DGRP_91,48.00,78.35,294.8,1235.2,292.9,30.24,62.02,256.5,742.3,171.7,0.76,0.52
DGRP_911,65.60,54.54,304.7,1258.5,284.0,49.16,74.56,356.3,1081.3,187.1,0.76,0.56
DGRP_913,65.53,58.93,395.3,1433.8,302.9,35.67,90.36,355.8,1054.8,171.2,0.88,0.44
DGRP_93,64.75,67.88,350.0,1454.0,284.2,28.14,66.25,340.7,992.1,168.2,0.56,0.12
