DGRP_101,3.68,2.26,0.96,0.64
DGRP_105,5.56,4.27,0.40,0.84
DGRP_109,3.03,2.77,0.72,0.48
DGRP_129,3.15,3.69,0.56,0.40
DGRP_136,4.61,5.74,0.26,0.94
DGRP_138,5.47,4.48,0.84,0.76
DGRP_142,2.57,4.19,0.88,0.60
DGRP_149,2.30,2.76,1.00,0.84
DGRP_153,3.51,3.29,0.87,0.67
DGRP_158,5.01,4.67,0.32,0.12
DGRP_161,4.11,4.46,0.92,0.24
DGRP_176,3.77,3.75,0.36,0.64
DGRP_177,1.54,1.35,0.76,0.48
DGRP_181,4.16,3.00,0.40,0.32
DGRP_189,4.25,4.02,0.88,0.20
DGRP_195,4.30,3.59,0.96,0.46
DGRP_208,4.16,3.90,0.86,0.96
DGRP_21,5.79,5.44,0.90,0.28
DGRP_217,4.23,3.96,0.84,0.64
DGRP_223,3.94,3.85,0.92,0.00
DGRP_227,3.03,3.47,0.88,0.92
DGRP_228,2.26,3.30,0.96,0.07
DGRP_229,3.90,4.20,0.64,0.60
DGRP_233,2.96,3.05,0.92,0.52
DGRP_235,1.66,2.19,0.80,0.44
DGRP_237,4.32,4.89,0.92,0.28
DGRP_239,4.61,4.95,0.12,0.64
DGRP_256,4.54,4.59,0.72,0.42
DGRP_26,4.07,4.48,0.84,0.20
DGRP_28,4.87,5.03,0.52,0.48
DGRP_280,5.36,5.06,0.44,0.44
DGRP_287,3.12,4.29,0.92,0.24
DGRP_301,7.42,7.58,0.36,0.67
DGRP_303,5.40,5.77,0.84,0.78
DGRP_304,5.10,4.85,0.70,0.44
DGRP_306,3.44,3.92,0.60,0.61
DGRP_307,4.55,5.17,0.36,0.52
DGRP_309,3.39,5.18,0.56,0.36
DGRP_310,4.88,5.26,1.00,0.80
DGRP_313,5.98,6.73,0.41,0.24
DGRP_315,5.06,6.68,0.27,0.68
DGRP_317,5.02,5.78,0.96,0.36
DGRP_318,2.47,2.27,0.96,0.24
DGRP_320,2.08,2.05,0.72,0.73
DGRP_321,4.92,5.78,0.04,0.88
DGRP_324,3.88,6.13,0.94,0.80
DGRP_325,2.79,2.78,0.68,0.28
DGRP_332,3.27,3.52,0.90,0.40
DGRP_335,2.76,1.23,0.74,0.56
DGRP_336,5.12,5.20,0.76,0.44
DGRP_338,4.62,5.24,0.52,0.20
DGRP_340,3.68,4.54,0.92,0.40
DGRP_350,6.26,6.03,0.56,0.52
DGRP_352,3.31,3.23,0.84,0.72
DGRP_356,5.58,4.40,0.64,0.52
DGRP_357,6.08,6.79,0.64,0.60
DGRP_358,6.20,7.41,0.42,0.78
DGRP_359,4.35,5.72,0.92,0.60
DGRP_360,5.11,4.23,0.60,0.90
DGRP_361,4.32,2.28,0.60,0.56
DGRP_362,6.76,7.19,0.96,0.67
DGRP_365,4.22,6.33,0.57,0.46
DGRP_367,4.70,4.52,0.80,0.40
DGRP_370,5.06,3.59,0.96,0.60
DGRP_371,5.34,5.22,0.84,0.68
DGRP_373,3.07,2.66,0.92,0.20
DGRP_374,3.24,2.69,0.58,0.64
DGRP_375,6.94,7.43,0.70,0.84
DGRP_377,4.00,4.35,0.72,0.52
DGRP_379,5.30,4.90,0.46,0.44
DGRP_38,3.40,3.66,0.96,0.68
