DGRP_101,53.615,63.308,0.96,0.64
DGRP_105,51.106,55.270,0.40,0.84
DGRP_109,57.400,55.618,0.72,0.48
DGRP_129,41.284,44.176,0.56,0.40
DGRP_136,62.688,60.788,0.26,0.94
DGRP_138,36.087,32.072,0.84,0.76
DGRP_142,51.627,51.269,0.88,0.60
DGRP_149,40.403,51.229,1.00,0.84
DGRP_153,38.477,45.985,0.87,0.67
DGRP_158,35.698,30.509,0.32,0.12
DGRP_161,42.305,48.571,0.92,0.24
DGRP_176,33.464,36.313,0.36,0.64
DGRP_177,26.429,27.761,0.76,0.48
DGRP_181,32.422,41.206,0.40,0.32
DGRP_189,46.508,49.917,0.88,0.20
DGRP_195,38.441,47.941,0.96,0.46
DGRP_208,51.169,49.133,0.86,0.96
DGRP_21,50.853,45.188,0.90,0.28
DGRP_217,50.457,50.329,0.84,0.64
DGRP_223,39.933,43.762,0.92,0.00
DGRP_227,32.667,37.729,0.88,0.92
DGRP_228,39.851,40.046,0.96,0.07
DGRP_229,34.309,37.712,0.64,0.60
DGRP_233,40.082,42.741,0.92,0.52
DGRP_235,41.545,38.746,0.80,0.44
DGRP_237,50.900,58.179,0.92,0.28
DGRP_239,42.826,47.887,0.12,0.64
DGRP_256,40.986,58.058,0.72,0.42
DGRP_26,32.485,32.254,0.84,0.20
DGRP_28,47.600,52.017,0.52,0.48
DGRP_280,46.493,43.906,0.44,0.44
DGRP_287,46.066,42.286,0.92,0.24
DGRP_301,54.446,67.207,0.36,0.67
DGRP_303,57.478,61.657,0.84,0.78
DGRP_304,67.954,66.234,0.70,0.44
DGRP_306,56.131,59.950,0.60,0.61
DGRP_307,33.831,43.157,0.36,0.52
DGRP_309,35.938,34.613,0.56,0.36
DGRP_310,23.594,27.106,1.00,0.80
DGRP_313,38.797,58.297,0.41,0.24
DGRP_315,58.339,58.300,0.27,0.68
DGRP_317,45.368,36.000,0.96,0.36
DGRP_318,41.540,41.159,0.96,0.24
DGRP_319,36.625,35.452,1.00,0.40
DGRP_320,50.500,59.373,0.72,0.73
DGRP_321,40.826,42.826,0.04,0.88
DGRP_324,43.152,42.676,0.94,0.80
DGRP_325,23.426,24.912,0.68,0.28
DGRP_332,54.500,47.141,0.90,0.40
DGRP_335,50.485,47.928,0.74,0.56
DGRP_336,46.318,46.919,0.76,0.44
DGRP_338,46.515,50.682,0.52,0.20
