DGRP_639,22.76,24.35,0.47,0.70
DGRP_642,16.73,16.38,0.68,0.40
DGRP_646,22.59,22.53,0.08,0.20
DGRP_69,9.87,11.81,0.50,0.40
DGRP_703,21.38,21.29,0.68,0.32
DGRP_705,24.00,18.82,0.32,0.32
DGRP_707,18.74,23.00,0.24,0.86
DGRP_712,14.76,14.90,0.60,0.76
DGRP_714,16.26,16.37,0.71,0.27
DGRP_716,16.10,14.86,0.88,0.48
DGRP_721,17.66,17.33,0.16,0.16
DGRP_727,29.62,37.08,0.96,0.52
DGRP_73,33.82,24.77,0.92,0.44
DGRP_730,13.83,17.51,0.94,0.56
DGRP_732,14.48,17.00,0.66,0.94
DGRP_737,13.99,12.59,0.84,0.60
DGRP_738,14.49,21.02,0.96,0.48
DGRP_748,14.60,18.90,0.68,0.56
DGRP_75,24.06,23.07,0.80,0.84
DGRP_757,16.07,16.45,0.60,0.44
DGRP_761,15.30,17.20,0.44,0.40
DGRP_765,17.69,15.36,0.60,0.80
DGRP_774,13.69,13.27,0.86,0.60
DGRP_776,21.21,20.70,0.80,0.12
DGRP_783,15.58,16.69,1.00,0.54
DGRP_786,18.23,17.82,0.69,0.32
DGRP_787,23.82,15.43,0.44,0.20
DGRP_790,28.20,27.77,0.60,0.04
DGRP_796,20.63,19.12,0.80,0.36
DGRP_799,21.24,23.57,0.84,0.46
DGRP_801,14.36,15.89,0.96,0.80
DGRP_802,12.06,14.03,0.88,0.44
DGRP_804,24.28,23.56,0.76,0.64
DGRP_805,14.67,13.38,0.68,0.92
DGRP_808,13.21,20.62,0.64,0.80
DGRP_810,10.74,11.65,0.60,0.32
DGRP_812,19.50,25.73,0.36,0.68
DGRP_818,26.43,15.58,0.84,0.40
DGRP_819,12.84,13.90,0.88,0.44
DGRP_820,14.58,12.07,0.62,0.31
DGRP_821,29.22,30.22,0.64,0.08
DGRP_822,20.21,19.76,0.80,0.28
DGRP_83,18.90,19.71,0.72,0.76
DGRP_832,17.03,20.09,0.80,0.60
DGRP_837,19.12,21.27,0.92,0.44
DGRP_843,25.83,27.36,0.96,0.44
DGRP_849,14.31,12.75,0.96,0.84
DGRP_85,10.47,13.61,0.44,0.64
DGRP_850,21.80,20.29,0.84,0.40
DGRP_852,13.40,13.30,0.74,0.61
DGRP_853,15.45,18.08,0.88,0.68
